idx,BKS,VBF,PIP,VFY,WJZ,FJJ,IYB,BHM,SWA,AZE,HLJ,ZMT,FZK,PCW,UPL,BWV,SYQ,ZNO,YTP,YWM,MHI,RKP,LSI,DZZ,BHT,target
17,-2.8244648251696205,-1.4373562434902607,5.327531414617811,-2.22463632779664,8.004422304104693,1.2560898501316644,-1.347034883256607,0.13426756600363896,B,-0.2725046711521463,0.19094379363584,E,3.702131196424119,4.961577568857289,4.432189844875827,C,3.034113907201411,0.03989963037816217,5.656923851994375,0.33147223713055013,A,7.709961758695073,G,3.3385842829873202,-0.34642105272690726,3.511185683053874
18,0.0613233541154562,-0.8486720458113611,0.7340585225436128,-2.8238892619269285,5.377904726694896,-0.03661625204710191,-1.8319176089464715,0.0400294903625239,B,0.1431809033132389,-1.02205952599403,E,3.135606925084244,4.016775004956255,4.0787075263368315,F,4.975369139662752,0.012666290049535024,5.681566981053021,0.28898068896008516,A,7.826155217640445,D,3.1974051764831373,-2.408401775067157,3.2446841139821774
19,-2.803818100738199,1.415441022148304,0.9304853065853895,-2.6504073886747355,6.482978474297863,-0.9945074848302548,0.42145630757194036,0.2864620854499667,A,-0.04396842442017782,0.5863347015920495,E,2.712539201620489,5.062199194643622,4.328334708333967,C,3.000908245360403,0.04188064945084602,5.310967207522462,0.05642386777766052,B,7.664453775933154,N,3.309410120524044,11.614234867319746,3.2943037544517493
20,-2.320894154051935,-0.07170552993507745,-3.131890788151179,-2.8820691584444322,2.1862913276319436,0.8502840393082985,0.8150712221377758,0.0712390709487796,A,-1.4850723224030866,-2.0104387674813458,C,3.6399590350206807,1.990328959686084,4.318233374847466,C,3.981430902916361,0.006952132637964249,4.294127890008763,0.4859062593513436,A,7.877587316501549,J,3.1963452176980445,11.742556512232111,3.1335938569383806
21,3.3808475292615476,0.6186357432683599,-1.121017998859446,0.4601014424110772,8.170531478608272,1.3564495225092272,-0.017175723142072653,0.37722221466211053,B,1.3598949954693964,1.2949367268540162,D,2.4469822536248715,5.014158857882631,5.928830283567689,C,2.984394338035198,0.17787433617443957,5.6254588362192175,0.059702143015252444,B,7.23253185670169,I,6.066665895188645,-0.8810130282701296,1.905019656150003
22,0.4172456089382636,-1.3481860037363045,-0.3364781681138843,-0.6405564180700615,7.256910033880394,0.7173709898619136,-0.8129620638666303,0.11366081337569847,A,1.6476405656609876,0.32570762387193325,E,3.4245151826797042,5.022725224249985,4.7308730992015615,C,3.9563807121582926,0.015894985550696916,4.619715351020558,0.19464626001783666,C,7.7733767287568,B,3.288979939368015,3.871990143752195,3.930427294472254
23,-2.95559818037018,1.0552645803999503,-1.7456419628508095,-0.3686976288882712,3.2745523859088963,-0.21453027929882745,0.6074809609755418,0.49509286829653104,A,1.363524740818132,0.2165843310348438,B,2.7006167261386143,3.990869786473697,4.796088135174112,H,4.016961883133065,0.14917386941205266,5.746875520143564,0.0011141169727859849,B,7.26686480227651,G,5.84505068310482,-1.1491167448150095,1.8402857681135627
24,-0.7958636999681454,-0.8005240868772949,2.185632586721785,-0.027022963885476647,5.5545927353280815,0.03221820405249852,0.3068174641306271,0.47512633110354846,B,1.0065596650016753,1.1469683852158499,E,2.834853404261391,3.994663530597141,5.857215735551556,G,1.9705699399287462,0.13740948681694284,5.342290009426705,0.10758119606891543,C,7.353033763719196,I,4.548394587079761,0.31422054618062983,3.2077380333088503
25,-2.376072457057266,0.5286476665921973,-3.320185635633335,-1.872912407940822,11.372478544177696,0.5501352299132282,1.0393684779264631,1.1555276657855234,B,-0.16369284863511357,0.9494429737663728,A,1.801715487039444,4.938259494267964,6.989459987815302,H,0.9522422807551983,0.5051088043592273,5.318133664129976,0.023630313175945106,A,7.026668822255022,H,7.002336882836061,-1.0960115590197372,1.9686865590246871
26,0.7609343640360183,-1.5778228439727136,1.1914665903036066,-1.1033510494592955,8.05930033084179,0.7852136133925193,-0.5257092921267277,0.12628494092786355,A,-0.4109786390243944,-0.9389842535574366,B,3.652043651959203,5.009859213723048,5.7411380192272805,J,2.0561396690521923,0.09619219885713859,6.320638011289797,0.06385401516530693,A,7.402042360539724,H,4.743331002613155,-2.699052120031424,2.715885384899455
27,4.125192293957372,1.960460390523309,2.575078806855633,0.5468423790371739,12.195289872227509,1.1156484654873389,0.9982730325350246,1.0933463395088137,B,1.5140670459567598,3.1006030054959477,D,1.6631511340432674,3.0927110825233273,6.914427830350586,C,1.0307203319098215,0.6136704516184401,6.3120054885047425,0.001575304561605357,C,7.019398316133296,N,7.011312105442874,-1.013270879771777,2.0140390266005443
28,-2.151114871204095,-0.22562332392798692,4.215449814934168,-1.7269337584969033,11.938166033480876,0.32308764179262217,-1.1625090436600383,0.0030946662267658125,B,0.48945478455775254,0.9675600345319575,D,3.0250456723521895,1.998482329699161,4.9917566038536725,A,1.9560900799576915,0.11505324209774365,5.204756556723425,0.13795101365105153,C,7.341858726532098,A,4.972689055265805,1.6599156943454743,2.7102086169296578
29,-2.0490951033461764,-0.9235279203370071,-3.6138723578066188,-1.2604367700565555,3.615893343656447,-0.9168911280648521,-1.4997554375343798,0.03675910250843854,B,-0.6763378152464283,-1.3989184687189655,A,3.610747695084416,2.977046219590403,4.101376058583874,I,0.9556194063642421,0.023234740601324022,5.657211461716602,0.28130367971293196,C,7.792764745081404,C,3.284334136311117,1.8846485175596914,2.5357443548987173
30,0.3043960745026686,-0.7735082611593534,-0.7715385505175926,-2.7768164365627666,7.248301554084813,0.8682365414726941,-2.354665747846758,3.885262186062465e-4,A,-1.5495715171262436,-2.289330196097513,D,4.809667771939147,3.0022476784357153,4.030532415710722,D,3.9352354500831908,1.0203655226893943e-4,5.634744135779332,0.6682775140780118,A,7.9323853904190065,I,3.18170544701341,-1.5039123804412082,1.8389175677367466
31,-1.73706028356289,-0.5915421595825381,1.0056661762731633,-2.04322083229206,0.20472690972876784,-0.25473506430070414,0.8331528666219952,0.05647896382037482,A,-0.9016261451928375,-1.8376912460316537,A,3.8998792655248504,1.983137368570698,4.04834114564117,C,3.014558038322652,0.01238232458473882,4.172127081939318,0.41669202887505363,C,7.860353524213011,B,3.2226983350222294,-2.144129659086539,2.1636344793507583
32,0.9942966019135474,0.32573670756588313,2.7926212897391567,-2.09769837175845,6.560050135182963,0.5927765516295455,0.3992399015728919,0.28967115878757727,A,0.5570611210680096,-0.10091768871980362,C,2.8402805936569613,4.018124754802503,5.760994030316485,C,1.0076185040181929,0.06196348816562516,4.4008397363325225,0.08780077599853496,B,7.501136666198813,C,4.306658831780698,0.6835267104751906,3.216037702501371
33,-1.8924702110994807,1.476085677701515,-0.2949449303122009,-2.902696576300638,7.692303861487949,0.006816273591906527,0.15723645973771455,0.15764979877637939,A,-0.4833274263695032,-0.06641529155224979,A,2.8685980035421057,1.9794048397508526,6.207414243883201,C,2.0218450382156044,0.06866847477451568,5.033159999384319,0.02602148052040659,B,7.463303106565384,H,3.7082527448394904,-3.2354285037848265,2.391598607077042
34,-1.7088960539611526,-0.5515753499805753,-3.209755309982683,-1.1647043948777542,9.332590829053755,0.7588919742353394,-0.5596452857502852,0.3046530525582263,B,0.2392512858739949,1.0998397734870302,E,3.055095281462398,1.913811654312944,6.7630821107945085,H,4.947078961787824,0.23041638614263987,5.587656275608769,0.021026080007467408,B,7.098969966465527,J,5.9366315334518704,-1.790174086343274,3.3175899682440066
35,4.305686538484543,0.9000507184366964,-1.5489602081533709,-2.6006900225597778,6.006716220397206,0.3020731908692278,1.4577682776558547,0.02722821322626505,A,-1.6449124787691154,-1.1071467783371216,B,3.090775870967136,4.980612985303557,6.431014099835948,H,0.9971281972735686,0.08170390631885115,5.532637965429039,0.08906190472152867,A,7.466265164614976,O,3.8047146704301187,1.1897834517616293,4.010939344749877
36,-2.237951053185078,2.4264259493258877,-0.6286535617637051,-2.424563608556789,2.4649926599580363,0.8037104560996179,0.10050433602279357,0.09072747103779329,B,-1.8318622582495367,-1.1625737302344636,A,3.4961063051933445,4.076194132939156,4.050490017470241,A,1.9419999246538748,0.022489882162058192,5.429338405718797,0.1384464400076971,A,7.812422039410517,N,3.336546052578453,-2.272189779332248,2.459392823784244
37,5.344799126046292,-1.2397355717896854,-2.9511754460774777,-0.46707454481786825,7.8195264890343195,-0.20655458544286395,-0.8813690734395315,0.17656944800431726,A,1.0879979189655158,-0.10075603793952781,D,2.8844133895073023,3.0653553242065006,5.191112635636456,J,1.021769848193111,0.0713055636533264,5.872233365237461,0.09913082355652279,A,7.557011852134305,G,4.168223772245421,-2.5016224815235324,4.599411507868374
38,8.100608934344391,0.3490218155187191,-3.4272995636380594,-2.6133838181635967,3.3322579222784214,-0.21564184639896772,0.572923517688111,0.11952180523374328,B,-0.5423667749636168,-0.2942275854901967,D,3.2700397590917083,2.8874528080821937,5.12521294474541,E,4.945865774159901,0.0719979565436683,5.061198576567004,0.06570327228323188,B,7.565359470274065,K,4.310312296240422,-2.526334029606839,3.4981261992607644
39,-2.3170700336729557,0.7269069371991655,-2.072390492491184,-0.5062137479296434,9.872681717702639,0.2519385707340722,-0.03494719596626665,0.3563666799105984,A,-0.29141460309737843,1.6289490221649405,B,3.10924733339836,3.0499365291866813,5.855170363991866,F,1.923953546277503,0.14941927385355488,6.572345500874395,0.04422212141859364,C,7.3046983619099395,L,4.7743072184055935,-1.5140012142631043,3.359097335307997
40,-2.9082127080307116,0.1859990189928681,-2.2006551339021097,-2.910101290402866,3.1024994801856995,-2.4264402376729977,-0.29214184927543974,0.10805639361874884,A,-0.7395106600823789,-0.5024159507550721,A,2.807616721906397,4.038436626951819,4.039527391151632,H,5.007536259606535,0.05910320975131771,5.9297373394572315,0.12191927868475055,B,7.5483949559900365,G,3.623323516335285,9.129262990138349,2.3553455517243447
41,0.4442707271880914,-0.004610199121069019,-3.6215004066623773,0.32311423151986385,11.13427544477942,0.05442874766015021,-0.1389418943252631,0.5006118932421157,B,1.6664451399469071,1.407891160145766,A,2.229922969647596,4.060898094569271,6.86239373827842,H,3.953049993620854,0.4398268033044549,5.755248993055265,0.002789989008625783,C,7.033804689374495,A,6.759644573345841,0.6747685619093923,2.550179652622295
42,4.664008971633263,-0.23511797998679668,-1.5746560489209678,-0.7272973546961577,4.2625138377078615,-0.26170730415704935,0.41915662836794865,0.3503015674666102,A,0.3727981498176796,0.5450024331752009,B,3.214051616406085,4.945009290572926,4.986815834536675,H,1.962933104994211,0.20211783134774425,6.040471689197024,0.009735136165324067,C,7.209239309311713,H,4.918598581077135,-1.9710455555138098,2.32560259657937
43,-2.963954325311835,-1.0632525883336603,0.6202736643203266,-2.238387939700777,7.927395517515513,-0.20695658031423522,-1.148360150356145,0.2120976924238167,B,-0.8986473764376494,0.5703047774253119,C,3.9154423899676485,3.99576098077663,4.605701872124566,H,0.9275072037960309,0.05545960338080437,5.89944201963683,0.1707038114383493,C,7.63577566845301,H,3.865914395543626,8.307418784115276,2.0712566737172766
44,29.18489476360779,-0.49619350421404707,-1.8168101133787864,-2.9190927289555706,6.6388622495349985,-0.8411666001966326,0.7136929850291982,0.20083604837950833,A,-0.7594391955610228,-0.29555473914291264,B,2.969521965477325,3.0158650315310367,6.017438735592771,H,3.994998749126186,0.13691203062559132,4.589824743668939,0.08358347179480428,B,7.265383773251714,G,5.374544891093801,-3.3025196357923066,3.0287295034189388
45,-1.4471563476299538,0.48216262609996474,1.1767232486375903,-0.8790939937918267,3.786195984519005,0.4114911751996543,0.2184621395174227,0.11242098464009499,A,0.2542697608232176,-0.6335584796448243,B,3.371781995877748,5.070551385894328,4.103405007591595,D,2.0296978996931294,0.03053734732778007,5.2134530373365555,0.09210059276360301,B,7.727868745994881,H,3.418876510575878,0.3925204657315953,2.084620187820914
46,-0.8953666803586543,0.05328243474709871,1.3988551326607443,-0.3628796392365209,2.2113719698222427,-0.5963246761379462,0.5206640667287646,0.20496169331099404,B,1.1999276590872312,-0.38332577749074215,C,2.572571345831795,1.9210037224514998,5.003168686139137,I,2.9891923999249594,0.12173158200360114,5.350169977564302,0.027480063303634082,B,7.44041447618217,H,4.187115223942763,5.175723762425535,2.133231448298015
47,-2.9333186579197483,1.3789589892773626,0.591435754173101,-0.0735668810994794,12.354419579114666,0.6827351954538113,0.37264138687674586,0.3134068072798746,A,1.1586689497398528,1.4344787122444695,E,2.734272365616489,4.956324642317758,4.255743973275249,B,1.0341540045885413,0.033016885185752014,5.015113447480356,0.08550320100755726,B,7.6979788874944495,N,3.408652617856614,1.6807102883117278,3.4438352917389548
48,1.804044071512274,0.530196204787381,-2.8037935496012696,-0.882267442692781,8.420066561465358,0.33377748596125356,-0.17811854367776084,0.055396095873228024,A,0.59128502287539,-0.4309219224304382,B,2.9826770055147223,3.8573568580345388,5.181348473691725,F,3.050226708995968,0.03923083869197088,5.0785338116084775,0.07305422250220239,B,7.707538256654497,H,3.358732795623352,-0.7250119242609088,3.1186692444389372
49,-1.6841188113943826,-2.2003654861798436,-3.600162332185495,-1.8126168788226817,2.8643217922526705,-0.4850964899538712,-0.2499944623536571,0.34074929152675926,B,1.179913890246292,0.8347246630357745,E,2.811437701400131,4.943732668516931,6.351165042380323,H,4.045498269022845,0.25702153653820037,5.761583716846127,0.05863360761368416,C,7.14111197417109,A,5.513438320078091,2.9980225288405147,1.8906398286030306
50,2.901102418217578,0.29591097957826074,-2.2902345131113933,-0.2010337452878288,7.521277605755688,0.7043238814643914,-1.5004536643448219,0.18958583745205465,B,-0.4070760635575927,0.3124967438803309,A,3.283736049754172,1.9477587766818616,5.4050965145320005,E,2.9801468397230164,0.0696233249729324,6.202807532459144,0.17029353423616497,C,7.489019155995935,C,4.8757740250583135,-2.047793832713237,4.200564623320117
51,2.781116218400715,-1.835221097433197,-1.3842613907607255,-2.601218930709937,8.894651559333656,-0.10295713914093838,-1.8546677949717423,0.07298650386525171,A,-0.5521271226200787,0.07194975458195375,C,3.8664837372525565,4.945867385544328,4.517876419369884,H,2.0179888116897513,0.026967983542205684,6.392514029242874,0.2882250783579705,B,7.786840628982219,C,3.4411674808447357,-1.362802610286828,2.14319995726743
52,1.6827562810583148,-0.683952242685827,-1.402346454882906,0.4638037994621913,12.260945280252603,0.35502592346135414,-0.37855914703819465,0.4422716696918035,A,0.2674123543037577,1.2427665861052943,C,2.8973846312827183,1.953669579313801,4.730028801801142,H,1.9247321615661692,0.11905190238376374,6.112076531497465,0.23867503403805448,B,7.342531921543369,J,4.858645304975016,-1.6916979986000478,2.5336339929894693
53,-1.5437329751158142,-0.7270722866385414,-2.9373756632993513,-0.17088598072875838,4.998278040292821,-0.48061546003791183,0.5700044762127318,0.13462383661094637,B,0.008602479986683707,-0.7565852787300337,B,3.0151230641392557,3.1075977402561366,5.208025381685095,I,3.0557820955823134,0.09199378289049083,4.631578065358233,0.16381291487799973,C,7.399484219496895,H,3.8716201573856166,3.5375722536904157,2.7230072565358943
54,-2.2286352962503493,0.21961878269545054,-1.745949380335366,-1.1123424880120005,7.066066251353426,0.10572131524946178,0.62811770672860745,0.5734857467422944,B,0.7709881554926641,2.060530939706554,E,2.718911171868219,4.939932384496668,5.511188746379784,C,2.060801497082949,0.18786024139275284,5.550421646406086,0.03253806518873863,C,7.178676255800011,L,5.454255025677831,-2.0499206855094707,3.0631924139718554
55,3.7564091853769788,-1.1771031425066747,-1.5269122160106188,-0.7526849459037956,10.621726041948248,-0.23769641683668705,-0.25124975457118937,0.2692161037857517,A,1.0997182853869354,1.1907649308389208,D,3.047158776731392,0.9631823632183619,5.697206610605743,H,1.9966599196674522,0.2009642186317149,5.4228675083506195,0.025245933566280816,C,7.165616272581354,A,5.548607398836568,-3.5782144144996253,3.4425536555477754
56,-2.323118213002618,1.457581583925755,-0.5522836827347141,-2.60545019591121,9.782734674405994,-0.08870012912242355,0.3947619540487193,0.3636035512007784,A,-1.039185033608785,1.1102751615724924,A,2.8237530699220175,5.028041526787132,5.88734615345595,B,1.9379521521886915,0.164688953854922,5.3227372461122,0.048953306261478764,C,7.220952902507829,J,5.216937780760214,0.051968272543713695,3.399282567193737
57,-1.9553382952920404,0.3556585884729786,5.3212842949129335,-1.966529150518987,-2.1197716764327295,0.3630885526011655,0.05348835470290305,0.21721613447465635,B,-0.052591856334326226,-1.1279933205400303,B,2.9290027047971816,3.978362212976352,4.94823130330019,H,1.0533711073024379,0.0662399593835944,5.652687958794974,0.07951942546976179,A,7.563070607235744,I,3.499978370633422,-0.24924769805516844,2.157320220216378
58,0.8785751423527317,-0.013159859854985162,7.8535353084559745,0.43894511640471245,10.26011599797895,0.09789233639916177,0.6944219738149329,0.2537254527033607,A,1.6084368926578911,1.3908650661509316,D,2.669499577942845,4.990718336150839,6.386658887528343,I,4.983422711311863,0.2839110317841052,6.002491172320571,0.001971748088176194,C,7.081466896172481,I,6.512340928996701,5.4528705074782335,1.92782192943956
59,-1.9253583875849944,-0.4933821011624559,-2.9081948618062303,-0.46866126926834584,5.0273618458325124,1.3467126641638525,-0.28930851095754084,0.04848369944928256,A,-0.49905137042225384,-1.2878982841677167,D,4.32686878625193,1.9858922326449004,4.13810242262245,H,2.945730337265599,0.01147826566509745,5.031719811657775,0.15109963297332532,A,7.844062204940253,K,3.2579836514030065,1.0083722544733411,3.394230750417801
60,2.044989677469026,0.8493382716378192,8.337180538975549,-1.1969677920374604,11.021998370135254,0.6678968419371272,0.564479190233097,0.46248896002196743,B,-0.29123065211401594,-0.35558878758584933,B,2.9700459197268634,3.9978396589769867,4.618399751114532,H,5.052077904275047,0.14355105951942368,4.3051154707058386,0.02687927283796904,A,7.317892984130851,L,4.0559537768109895,-0.14674154389244018,4.322610848048118
61,-1.603131074465511,1.3965505064497157,-2.373140246761522,0.3437416493760699,7.248123939508778,0.08896482908927571,0.9640456774859812,0.21661284841171843,B,0.5053596548580179,-0.10491411668912261,D,2.276032336632433,5.013152648840885,4.972069910548329,E,4.028850738466799,0.15405521480111303,3.791370449504594,0.06864166206921515,C,7.257440072118716,O,5.690098775697616,-3.2791298918108773,3.16050164306544
62,-3.3969653758276044,0.788367241665024,-1.1219855128335479,-3.018527461185486,10.732635429659613,-1.180936374242582,0.028788148518191156,0.18655964191214894,A,-2.1029779613643163,0.8228178179553471,A,3.6119014178166466,2.9709839243684053,4.300647495128031,B,2.0237448504788613,0.07080458129237568,5.059246525132901,0.10562214141489419,C,7.535065694766871,I,3.901477349557285,-3.536156189903863,2.283484161860529
63,-3.18652045403842,2.416522317338183,0.5767871454567344,-2.6255487056172564,6.356534070302776,0.02160032538642808,-0.08444309700076012,0.19165215994693013,A,-0.9928864828338428,-0.7034806093883329,A,2.1484430224565076,3.983477922634517,5.368662382803839,C,6.107252437329512,0.030360667343742206,5.324507859008958,0.24361969614014145,A,7.676167369129269,K,3.6437585510084514,-3.6906701803062654,2.036318459886391
64,-1.709230355351375,0.03887837817813488,-0.3903106780977329,-1.385788001644268,6.1195508488007855,-1.0069097132255114,0.24384643289980282,0.19868261960902386,B,0.3537780133088825,0.13643951933805268,D,2.693751866124744,3.992174213667432,5.973585174959827,J,6.041628566582399,0.1521534558944187,5.449632257455911,0.01736204572697386,C,7.260267491166054,K,4.108754202597034,2.6704881192385153,3.964219444550514
65,-2.1017110153771856,-0.6665926126763158,1.4291857449903957,-0.9182331969036018,12.76904357078486,-0.3745438995589303,0.1036830899139649,0.1967072115665254,A,1.0635188388221979,1.5159535868930882,E,2.7942545855697984,5.021796788273397,4.523883190538874,H,0.9632227803675687,0.1642695243303124,6.338676676994468,0.022436322146292296,A,7.206411890264375,I,4.601202498799018,2.72099298451093,2.0378962569166763
66,-2.7551518690884733,0.10206452165758356,-1.1407685604159343,-1.6116317817622146,-0.604892382194973,1.602544473237014,0.7246741605490473,0.07647760176916425,B,-0.4871311128571276,-0.6438799167453058,D,3.91873208485644,5.0362307901721834,5.262856272549458,A,5.014327769911214,0.03245380120243622,4.626721665823806,0.1491317534925777,B,7.647489261649126,H,3.4919392187301845,-3.2581893851038197,2.145157536268105
67,5.9521090263949255,-0.7962957684732794,-1.4522468417502872,-2.9502983098149596,1.975267817094105,-0.47675944932270464,-0.32186103604394817,0.32349527966136776,A,-0.76311231896972,-0.8356805353488377,E,3.427372271884393,5.065133855611434,4.038017089250261,C,2.9763994817114394,0.009783371976845574,4.864131990724238,0.47078438660175714,A,7.851063433057472,G,3.197766722378402,3.778369876704971,3.0078501962516904
68,-1.6086713824226795,-1.2662827322618435,2.811077302476522,-2.056972444196197,4.082808200145574,-1.5670731320757036,-0.46465683381680706,0.18821892758139364,B,0.9930619931990761,0.28959946869638586,E,2.565363706996891,5.104902373869699,4.563271408368975,H,1.9954506384334927,0.09154480840400973,5.617427815389033,0.12310835111063666,C,7.391405879361643,C,4.329282884946012,-3.123463035405021,2.3005154894410005
69,-2.549242840732215,1.7496626697630726,0.3508886262355373,-0.6109375616611504,1.7675168374161894,-0.4129386341185059,-0.5967187831405834,0.14955697046691485,B,-0.23353548596069762,0.017006826759009202,A,3.082896590370035,4.0547195826201,4.097143368600584,C,5.979734286650538,0.06977806979038985,6.123871356386463,0.040091716904661075,C,7.5333153877375665,I,4.007826712187625,-2.8679814630644915,2.087388130439674
